de;haeufigkeit;streuung;verdacht;prompt_rang;kapitel_anzahl;kapitel
Berechjas;4;0.5;;1;2;Nehemia 3|Nehemia 6
Haschub;4;0.5;;1;2;Nehemia 3|Nehemia 9
Pedaja;4;0.75;;1;3;Nehemia 12|Nehemia 3|Nehemia 7
Gihon;3;0.67;;1;2;1. Mose 2|2. Samuel 5
Gegenstück;3;1.0;ja;1;3;1. Mose 2|Jesaja 11|Psalmen 7
Widerstreben;3;0.67;;1;2;1. Mose 3|2. Mose 4
Wörter;3;1.0;ja;1;3;1. Mose 3|2. Mose 7|Jesaja 41
Erträge;3;1.0;ja;1;3;1. Mose 4|4. Mose 15|Jesaja 5
Klima;3;0.67;;1;2;1. Mose 4|Psalmen 147
Gesichtspunkten;3;1.0;ja;1;3;1. Mose 14|1. Mose 6|Jeremia 46
Mengen;3;1.0;ja;1;3;1. Mose 7|2. Mose 24|Hesekiel 36
Mittels;3;1.0;ja;1;3;1. Mose 8|2. Mose 7|Jeremia 10
Barak;3;0.67;;1;2;1. Mose 8|Psalmen 82
Aschkenas;3;0.67;;1;2;1. Mose 9|Jeremia 51
Joktan;3;0.33;;1;1;1. Mose 10
Ortsnamen;3;1.0;ja;1;3;1. Mose 10|1. Mose 27|1. Mose 28
Rotes;3;1.0;ja;1;3;1. Mose 10|1. Mose 12|4. Mose 33
Asphalt;3;0.67;;1;2;1. Mose 11|2. Mose 1
Regionen;3;1.0;ja;1;3;1. Mose 11|5. Mose 2|Josua 9
Interessen;3;1.0;ja;1;3;1. Mose 12|Sacharja 1|Sacharja 11
Viehzüchter;3;0.67;;1;2;1. Mose 12|1. Mose 47
Ägyptische;3;1.0;ja;1;3;1. Mose 12|2. Mose 7|2. Mose 8
Halbmond;3;1.0;ja;1;3;1. Mose 14|1. Mose 23|2. Mose 17
Kedor-Laomer;3;0.33;;1;1;1. Mose 14
Elyon;3;0.67;;1;2;1. Mose 14|1. Mose 15
Angehörige;3;0.67;;1;2;1. Mose 17|1. Mose 34
Brotfladen;3;1.0;ja;1;3;1. Mose 17|1. Mose 19|2. Mose 12
Ermahnungen;3;1.0;ja;1;3;1. Mose 19|5. Mose 26|Sprüche 23
Pichol;3;0.67;;1;2;1. Mose 21|1. Mose 27
Gesetzeskodex;3;0.67;;1;2;1. Mose 21|1. Mose 40
Nieder;3;1.0;ja;1;3;1. Mose 23|2. Mose 17|Psalmen 25
Ehepartner;3;1.0;ja;1;3;1. Mose 23|5. Mose 7|Psalmen 128
Lasst;3;1.0;ja;1;3;1. Mose 24|Jeremia 12|Jesaja 23
Rechobot;3;0.67;;1;2;1. Mose 27|1. Mose 37
Tamburinen;3;1.0;ja;1;3;1. Mose 31|2. Mose 15|2. Samuel 5
Gal-Ed;3;0.33;;1;1;1. Mose 31
Eide;3;1.0;ja;1;3;1. Mose 31|Hesekiel 22|Hosea 10
Naaman;3;1.0;ja;1;3;1. Mose 31|1. Mose 47|3. Mose 13
Nisroch;3;0.67;;1;2;1. Mose 31|Jesaja 38
Erinnerungen;3;1.0;ja;1;3;1. Mose 32|Hesekiel 44|Psalmen 48
Reguels;3;0.67;;1;2;1. Mose 35|2. Mose 1
Jehusch;3;0.33;;1;1;1. Mose 35
Jaelam;3;0.33;;1;1;1. Mose 35
Lotan;3;0.33;;1;1;1. Mose 35
Schobal;3;0.67;;1;2;1. Mose 35|1. Mose 37
Dischan;3;0.67;;1;2;1. Mose 35|1. Mose 37
Hader;3;1.0;ja;1;3;1. Mose 37|4. Mose 20|Psalmen 82
Alternative;3;0.67;;1;2;1. Mose 37|2. Mose 12
Reisende;3;1.0;ja;1;3;1. Mose 37|3. Mose 26|Hiob 20
Boas;3;1.0;ja;1;3;1. Mose 38|1. Samuel 9|5. Mose 24
Jegliche;3;1.0;ja;1;3;1. Mose 38|2. Mose 12|Jesaja 2
Sesostris;3;1.0;ja;1;3;1. Mose 40|1. Mose 45|1. Mose 47
Positionen;3;1.0;ja;1;3;1. Mose 40|Hiob 29|Sacharja 5
Urteile;3;1.0;ja;1;3;1. Mose 40|Jesaja 5|Jesaja 58
Asnath;3;0.67;;1;2;1. Mose 41|1. Mose 47
Heliopolis;3;1.0;ja;1;3;1. Mose 41|2. Mose 8|Jesaja 19
Lebt;3;1.0;ja;1;3;1. Mose 42|1. Mose 43|1. Mose 45
Tragt;3;1.0;ja;1;3;1. Mose 43|Josua 2|Josua 6
Jamin;3;1.0;ja;1;3;1. Mose 45|4. Mose 26|Nehemia 9
Jachin;3;1.0;ja;1;3;1. Mose 45|4. Mose 26|Nehemia 11
Reformen;3;1.0;ja;1;3;1. Mose 47|Jesaja 35|Nehemia 13
Prophetische;3;0.67;;1;2;1. Mose 48|Hosea 4
Irgendwann;3;1.0;ja;1;3;1. Mose 48|1. Samuel 6|Jesaja 44
Invasionen;3;1.0;ja;1;3;1. Mose 49|Jesaja 28|Jesaja 7
Magie;3;1.0;ja;1;3;1. Mose 50|2. Mose 7|4. Mose 22
Archäologen;3;0.67;;1;2;2. Mose 1|Nahum 2
Mitteln;3;1.0;ja;1;3;2. Mose 4|Jesaja 11|Nehemia 4
Ussiel;3;1.0;ja;1;3;2. Mose 6|4. Mose 2|Nehemia 3
Sichri;3;0.67;;1;2;2. Mose 6|Nehemia 11
Elzaphan;3;0.67;;1;2;2. Mose 6|3. Mose 9
Frösche;3;0.67;;1;2;2. Mose 7|Psalmen 79
Mücken;3;1.0;ja;1;3;2. Mose 7|Hesekiel 6|Psalmen 105
Diesmal;3;0.67;;1;2;2. Mose 9|Jeremia 28
Abrona;3;0.67;;1;2;2. Mose 12|4. Mose 33
Gesäuertes;3;1.0;ja;1;3;2. Mose 12|2. Mose 13|5. Mose 16
Pi-Hachirot;3;0.67;;1;2;2. Mose 13|4. Mose 32
Sumpf;3;1.0;ja;1;3;2. Mose 13|Hiob 40|Hiob 8
Mordechai;3;0.67;;1;2;2. Mose 17|Nehemia 1
Gesetzeskodizes;3;0.67;;1;2;2. Mose 19|2. Mose 21
Indiz;3;1.0;ja;1;3;2. Mose 21|4. Mose 20|Jesaja 2
Weisungen;3;1.0;ja;1;3;2. Mose 24|4. Mose 33|Joel 1
Ähnlich;3;1.0;ja;1;3;2. Mose 24|Psalmen 119|Sacharja 11
Widderfellen;3;1.0;ja;1;3;2. Mose 25|2. Mose 36|2. Mose 39
Heiliges;3;1.0;ja;1;3;2. Mose 26|3. Mose 13|Hesekiel 40
Laien;3;1.0;ja;1;3;2. Mose 28|4. Mose 2|Maleachi 2
Uris;3;1.0;ja;1;3;2. Mose 31|2. Mose 36|2. Mose 38
Kalmus;3;0.67;;1;2;2. Mose 31|Hohelied 4
Ahisamachs;3;1.0;ja;1;3;2. Mose 31|2. Mose 36|2. Mose 38
Bronze;3;1.0;ja;1;3;2. Mose 31|5. Mose 28|Jeremia 6
Haue;3;0.67;;1;2;2. Mose 34|5. Mose 10
Granatäpfel;3;1.33;ja;1;4;2. Mose 39|5. Mose 7|Haggai 2|Jeremia 52
Brocken;3;1.0;ja;1;3;3. Mose 3|3. Mose 6|Psalmen 147
Unwohlseins;3;0.67;;1;2;3. Mose 13|3. Mose 20
Befallenen;3;0.33;;1;1;3. Mose 13
Verunreinigungen;3;1.0;ja;1;3;3. Mose 16|Hesekiel 22|Psalmen 51
Feuerkohlen;3;0.67;;1;2;3. Mose 16|Hesekiel 1
Blutsverwandten;3;1.0;ja;1;3;3. Mose 17|3. Mose 20|4. Mose 26
Kinderopfer;3;1.0;ja;1;3;3. Mose 19|3. Mose 20|Hesekiel 22
Homosexualität;3;1.0;ja;1;3;3. Mose 19|5. Mose 13|5. Mose 22
Hohlmaß;3;0.67;;1;2;3. Mose 19|5. Mose 24
Siwan;3;0.67;;1;2;3. Mose 22|5. Mose 18
Pfingstfest;3;0.67;;1;2;3. Mose 23|5. Mose 16
Gewahrsam;3;0.67;;1;2;3. Mose 25|4. Mose 15
Beisasse;3;0.67;;1;2;3. Mose 25|3. Mose 26
Achira;3;0.67;;1;2;4. Mose 1|4. Mose 2
Enans;3;1.0;ja;1;3;4. Mose 1|4. Mose 2|4. Mose 7
Helons;3;1.0;ja;1;3;4. Mose 1|4. Mose 6|4. Mose 9
Ammihuds;3;1.0;ja;1;3;2. Samuel 14|4. Mose 1|4. Mose 34
Nägeln;3;1.0;ja;1;3;4. Mose 3|Jeremia 10|Jesaja 41
Neumonden;3;1.0;ja;1;3;4. Mose 9|Hesekiel 46|Nehemia 11
Sammle;3;1.0;ja;1;3;4. Mose 11|Hesekiel 24|Psalmen 106
Sakkurs;3;0.67;;1;2;4. Mose 13|Nehemia 12
Einzelpersonen;3;1.0;ja;1;3;4. Mose 15|Jeremia 31|Josua 12
Salzbund;3;0.33;;1;1;4. Mose 19
Wassermangel;3;1.0;ja;1;3;4. Mose 19|Jesaja 51|Psalmen 95
Petor;3;0.67;;1;2;4. Mose 22|5. Mose 23
Hephers;3;0.67;;1;2;4. Mose 26|Josua 17
Anhand;3;1.0;ja;1;3;4. Mose 26|Hesekiel 30|Sprüche 4
Punon;3;0.33;;1;1;4. Mose 33
Azmon;3;0.67;;1;2;4. Mose 34|Josua 14
Hazar-Enan;3;0.67;;1;2;4. Mose 34|Hesekiel 47
Epoche;3;1.0;ja;1;3;4. Mose 35|Hesekiel 37|Jesaja 2
Kaphtor;3;0.33;;1;1;5. Mose 2
Kedemoth;3;0.33;;1;1;5. Mose 2
Argob;3;0.33;;1;1;5. Mose 2
Riegeln;3;0.67;;1;2;1. Samuel 23|5. Mose 2
Äußerlichkeiten;3;1.0;ja;1;3;5. Mose 7|Jesaja 3|Psalmen 50
Texten;3;1.0;ja;1;3;5. Mose 7|Hiob 40|Psalmen 42
Bestimmte;3;0.67;;1;2;5. Mose 12|Hesekiel 44
Abtrünnige;3;1.0;ja;1;3;5. Mose 13|Hosea 10|Jeremia 3
Spiritisten;3;1.0;ja;1;3;5. Mose 18|Jesaja 19|Jesaja 8
Tatsächlich;3;1.0;ja;1;3;1. Samuel 31|5. Mose 18|Maleachi 2
Hundegeld;3;0.33;;1;1;5. Mose 23
Schändliches;3;0.67;;1;2;5. Mose 23|5. Mose 24
Genauso;3;1.0;ja;1;3;5. Mose 28|Hosea 4|Sacharja 14
Otterngift;3;0.67;;1;2;5. Mose 32|Psalmen 140
Bereitet;3;0.67;;1;2;Jesaja 62|Josua 1
Gebirgsausläufern;3;1.0;ja;1;3;1. Samuel 21|1. Samuel 23|Josua 2
Niemals;3;1.0;ja;1;3;Hiob 42|Jeremia 8|Josua 2
Misrephot-Majim;3;0.67;;1;2;Josua 10|Josua 12
Jokneam;3;1.0;ja;1;3;Josua 12|Josua 19|Josua 22
Bezieht;3;1.0;ja;1;3;Hosea 13|Jeremia 21|Josua 12
Otniel;3;0.33;;1;1;Josua 14
Jearim;3;1.33;ja;1;4;1. Samuel 7|Josua 14|Josua 16|Josua 19
Jabneel;3;0.67;;1;2;Josua 14|Josua 19
Achsa;3;0.33;;1;1;Josua 14
Beth-Hogla;3;0.67;;1;2;Josua 14|Josua 19
Eter;3;0.67;;1;2;Josua 16|Josua 19
Asan;3;0.67;;1;2;Josua 16|Josua 19
Gibbeton;3;0.67;;1;2;Josua 19|Josua 21
Estemoa;3;0.67;;1;2;1. Samuel 31|Josua 21
Zuphs;3;0.33;;1;1;1. Samuel 1
Hauptabschnitt;3;1.0;ja;1;3;1. Samuel 1|Hohelied 2|Hohelied 4
Öffentliche;3;1.0;ja;1;3;1. Samuel 1|2. Samuel 15|Nehemia 6
Historiker;3;1.0;ja;1;3;1. Samuel 2|Jona 1|Nahum 2
Fünfzig;3;1.0;ja;1;3;1. Samuel 9|2. Samuel 24|Jesaja 3
Salisa;3;0.33;;1;1;1. Samuel 9
Zelzach;3;0.67;;1;2;1. Samuel 10|2. Samuel 21
Jephtah;3;0.67;;1;2;1. Samuel 10|1. Samuel 12
Migron;3;0.67;;1;2;1. Samuel 14|Jesaja 11
Bozez;3;0.33;;1;1;1. Samuel 14
Habsucht;3;1.0;ja;1;3;1. Samuel 14|Hosea 13|Sprüche 28
Abgötterei;3;0.33;;1;1;1. Samuel 15
Abstieg;3;1.0;ja;1;3;1. Samuel 16|Psalmen 107|Sprüche 1
Geburtsort;3;1.0;ja;1;3;1. Samuel 20|2. Samuel 15|2. Samuel 4
Eventuell;3;1.0;ja;1;3;1. Samuel 20|1. Samuel 23|Jeremia 10
Meinst;3;1.0;ja;1;3;1. Samuel 20|2. Samuel 10|Jeremia 13
Asel;3;0.33;;1;1;1. Samuel 20
Horescha;3;0.33;;1;1;1. Samuel 23
Hunderten;3;1.0;ja;1;3;1. Samuel 29|2. Samuel 18|Jeremia 12
Andererseits;3;1.0;ja;1;3;1. Samuel 29|Hesekiel 3|Jesaja 51
Gleiches;3;1.0;ja;1;3;1. Samuel 31|Jesaja 10|Jesaja 24
Egla;3;0.33;;1;1;2. Samuel 3
Rimmons;3;0.33;;1;1;2. Samuel 4
Rekab;3;0.33;;1;1;2. Samuel 4
Mördern;3;1.0;ja;1;3;2. Samuel 4|Jeremia 5|Sprüche 1
Monarchie;3;1.0;ja;1;3;2. Samuel 4|Psalmen 61|Psalmen 88
Baal-Perazim;3;0.33;;1;1;2. Samuel 5
Achio;3;0.33;;1;1;2. Samuel 5
Bibelstellen;3;1.0;ja;1;3;2. Samuel 7|Haggai 2|Sprüche 6
Eser;3;1.0;ja;1;3;2. Samuel 8|Nehemia 12|Nehemia 3
Helam;3;0.33;;1;1;2. Samuel 10
Edelsteinen;3;0.67;;1;2;2. Samuel 13|Hesekiel 27
Aufruhr;3;0.67;;1;2;2. Samuel 15|Sprüche 28
Geras;3;0.67;;1;2;2. Samuel 16|2. Samuel 19
Linsen;3;1.0;ja;1;3;2. Samuel 18|2. Samuel 24|Hesekiel 4
Amasas;3;0.33;;1;1;2. Samuel 20
Straßenkot;3;0.67;;1;2;2. Samuel 22|Psalmen 18
Gareb;3;0.67;;1;2;2. Samuel 24|Jeremia 31
Motiven;3;0.67;;1;2;2. Samuel 24|Hiob 1
Neumonde;3;0.67;;1;2;Hesekiel 45|Jesaja 1
Unversehrtes;3;0.67;;1;2;Jesaja 1|Psalmen 38
Bekehrten;3;0.67;;1;2;Jesaja 2|Jesaja 60
Rebmessern;3;0.67;;1;2;Jesaja 19|Jesaja 2
Jotam;3;0.33;;1;1;Jesaja 2
Moder;3;1.0;ja;1;3;Hiob 13|Jesaja 3|Jesaja 5
Feuerflam;3;1.0;ja;1;3;Jesaja 28|Jesaja 3|Psalmen 104
Ungewitter;3;1.0;ja;1;3;Jesaja 3|Nahum 1|Psalmen 82
Spross;3;1.0;ja;1;3;Jesaja 3|Psalmen 110|Sprüche 14
Kohle;3;0.33;;1;1;Jesaja 6
Rezin;3;0.67;;1;2;Jesaja 7|Jesaja 8
Glaubt;3;0.33;;1;1;Jesaja 7
Wildhonig;3;0.67;;1;2;Jesaja 7|Jesaja 8
Rauchsäulen;3;1.0;ja;1;3;Hohelied 2|Jesaja 10|Joel 2
Schössling;3;0.67;;1;2;Hesekiel 18|Jesaja 11
Raubtieren;3;1.0;ja;1;3;Hesekiel 32|Hesekiel 39|Jesaja 11
Maden;3;0.67;;1;2;Hiob 6|Jesaja 14
Glanzstern;3;0.33;;1;1;Jesaja 14
Glatzen;3;0.33;;1;1;Jesaja 14
Eleale;3;0.67;;1;2;Jeremia 48|Jesaja 14
Esarhaddon;3;0.67;;1;2;Jesaja 21|Jesaja 38
Lies;3;0.67;;1;2;Jesaja 28|Jesaja 30
Hanes;3;0.33;;1;1;Jesaja 30
Ungetüm;3;0.33;;1;1;Jesaja 30
Stockes;3;0.33;;1;1;Jesaja 31
Gehenna;3;1.0;ja;1;3;Jeremia 19|Jesaja 31|Jesaja 66
Taue;3;0.33;;1;1;Jesaja 33
Notzeiten;3;1.0;ja;1;3;Jesaja 33|Psalmen 128|Psalmen 65
Offiziere;3;0.67;;1;2;Jesaja 35|Nehemia 2
Logik;3;1.0;ja;1;3;Hiob 4|Hiob 8|Jesaja 35
Hilkias;3;1.0;ja;1;3;Jeremia 1|Jeremia 28|Jesaja 37
Tirhaka;3;0.33;;1;1;Jesaja 37
Argumente;3;1.0;ja;1;3;Jesaja 37|Jesaja 41|Psalmen 34
Bestelle;3;0.33;;1;1;Jesaja 38
Zweifaches;3;0.33;;1;1;Jesaja 40
Wacholderbäume;3;0.67;;1;2;Jesaja 41|Jesaja 60
Üppige;3;1.0;ja;1;3;Hesekiel 47|Jesaja 41|Jesaja 48
Auserwählt;3;0.67;;1;2;Jesaja 42|Jesaja 65
Manifestationen;3;1.0;ja;1;3;Jesaja 42|Jesaja 64|Psalmen 28
Zuständen;3;1.0;ja;1;3;Hesekiel 22|Jesaja 42|Psalmen 88
Schmäh;3;1.0;ja;1;3;Jesaja 43|Nehemia 4|Psalmen 69
Geschichtsschreiber;3;0.67;;1;2;Hesekiel 48|Jesaja 44
Herodot;3;1.0;ja;1;3;Hesekiel 27|Jesaja 44|Jona 1
Zaubereien;3;0.33;;1;1;Jesaja 48
Beschwörungen;3;0.33;;1;1;Jesaja 48
Christ;3;1.0;ja;1;3;Hesekiel 44|Jesaja 49|Jesaja 60
Pfeilen;3;0.67;;1;2;Jesaja 51|Psalmen 65
Süßwasser;3;0.67;;1;2;Hesekiel 47|Jesaja 51
Gerettete;3;0.67;;1;2;Jesaja 52|Jesaja 66
Rubinen;3;0.67;;1;2;Hesekiel 27|Jesaja 54
Verschnittene;3;0.33;;1;1;Jesaja 56
Salben;3;1.0;ja;1;3;Hohelied 1|Hohelied 4|Jesaja 56
Machwerke;3;1.0;ja;1;3;Hesekiel 6|Jesaja 56|Jesaja 58
Räumt;3;0.67;;1;2;Jesaja 58|Jesaja 62
Mitglieder;3;1.0;ja;1;3;Hiob 29|Jesaja 66|Sacharja 8
Amons;3;1.0;ja;1;3;Jeremia 1|Jeremia 24|Nehemia 7
Joche;3;1.0;ja;1;3;Jeremia 1|Jeremia 13|Jeremia 28
Tachpanch;3;1.0;ja;1;3;Jeremia 2|Jeremia 44|Jeremia 46
Südspanien;3;1.0;ja;1;3;Hesekiel 27|Jeremia 10|Jona 1
Elnathan;3;0.67;;1;2;Jeremia 26|Jeremia 36
Beamter;3;0.67;;1;2;Hiob 29|Jeremia 26
Herodes;3;1.0;ja;1;3;Haggai 2|Jeremia 31|Nehemia 2
Lumpen;3;0.67;;1;2;Jeremia 37|Sprüche 23
Jesanja;3;0.67;;1;2;Jeremia 39|Jeremia 41
Salmanassar;3;1.0;ja;1;3;Hosea 10|Jeremia 48|Sacharja 9
Diebe;3;1.0;ja;1;3;Hiob 29|Jeremia 49|Joel 2
Pekod;3;0.67;;1;2;Hesekiel 23|Jeremia 50
Goldschimmer;3;0.67;;1;2;Hesekiel 1|Hesekiel 8
Menschenhände;3;0.67;;1;2;Hesekiel 1|Hesekiel 10
Skorpionen;3;0.33;;1;1;Hesekiel 3
Seufzer;3;1.0;ja;1;3;Hesekiel 3|Hiob 23|Psalmen 91
Diblat;3;0.33;;1;1;Hesekiel 6
Kopfhüllen;3;0.33;;1;1;Hesekiel 14
Platzregen;3;0.67;;1;2;Hesekiel 14|Hesekiel 38
Pelusium;3;1.0;ja;1;3;Hesekiel 24|Hesekiel 30|Maleachi 3
Minnit;3;0.33;;1;1;Hesekiel 27
Ware;3;0.67;;1;2;Hesekiel 27|Nehemia 13
Tauschhandel;3;0.33;;1;1;Hesekiel 27
Kanne;3;0.33;;1;1;Hesekiel 27
Tauschwaren;3;0.33;;1;1;Hesekiel 27
Absatz;3;0.67;;1;2;Hesekiel 27|Hesekiel 44
Phönizien;3;0.67;;1;2;Hesekiel 29|Jona 1
Wassermassen;3;0.67;;1;2;Habakuk 3|Hesekiel 30
Staates;3;0.67;;1;2;Hesekiel 36|Sacharja 11
Libyen;3;0.67;;1;2;Hesekiel 37|Nahum 2
Maßangaben;3;0.67;;1;2;Hesekiel 40|Hesekiel 45
Äußeres;3;0.33;;1;1;Hesekiel 40
Levitische;3;0.67;;1;2;Hesekiel 40|Hesekiel 45
Gedächtnisopfer;3;0.67;;1;2;Hesekiel 40|Hesekiel 44
Berota;3;0.33;;1;1;Hesekiel 47
Alarm;3;0.67;;1;2;Hosea 4|Nehemia 4
Bedeckt;3;0.33;;1;1;Hosea 10
Schalman;3;0.33;;1;1;Hosea 10
Beth-Arbel;3;0.33;;1;1;Hosea 10
Zypresse;3;0.67;;1;2;Hosea 13|Sacharja 11
Löwenzähne;3;0.33;;1;1;Joel 1
Sabäern;3;0.67;;1;2;Joel 2|Joel 4
Geistliche;3;1.0;ja;1;3;Jesaja 2|Sprüche 31|Sprüche 6
Kupfer;3;0.67;;1;2;Hiob 27|Nahum 2
Acht;3;1.0;ja;1;3;Habakuk 1|Hiob 8|Psalmen 110
Achtet;3;0.33;;1;1;Haggai 1
Helem;3;0.33;;1;1;Sacharja 6
Läutern;3;0.67;;1;2;Maleachi 2|Sacharja 14
Verkehrtes;3;1.0;ja;1;3;Hiob 27|Maleachi 2|Sprüche 7
Einsichten;3;1.0;ja;1;3;Hiob 33|Psalmen 7|Sprüche 10
Psalmbuch;3;1.0;ja;1;3;Psalmen 50|Psalmen 72|Psalmen 89
Mark;3;0.67;;1;2;Hiob 20|Psalmen 62
Donnerstimme;3;1.0;ja;1;3;Hiob 40|Psalmen 104|Psalmen 78
Erbherr;3;0.33;;1;1;Psalmen 82
Triumphe;3;0.33;;1;1;Psalmen 98
Schöpfungstage;3;0.33;;1;1;Psalmen 104
Herrsche;3;0.33;;1;1;Psalmen 110
Alphabets;3;1.0;ja;1;3;Psalmen 118|Psalmen 144|Sprüche 31
Träumende;3;0.33;;1;1;Psalmen 128
Solch;3;1.0;ja;1;3;Hiob 38|Sprüche 3|Sprüche 31
Metalle;3;1.0;ja;1;3;Sprüche 16|Sprüche 24|Sprüche 6
Gewürzen;3;1.0;ja;1;3;Hohelied 4|Sprüche 23|Sprüche 7
Vortreffliches;3;0.67;;1;2;Sprüche 21|Sprüche 7
Handschlag;3;1.0;ja;1;3;Hiob 18|Sprüche 11|Sprüche 18
Gemüse;3;0.33;;1;1;Sprüche 14
Bestechungsgeschenke;3;0.67;;1;2;Sprüche 16|Sprüche 18
Süße;3;0.33;;1;1;Sprüche 16
Schmeicheleien;3;1.0;ja;1;3;Sprüche 21|Sprüche 26|Sprüche 28
Echte;3;0.67;;1;2;Hiob 29|Sprüche 26
Unrechtes;3;0.67;;1;2;Hiob 13|Hiob 33
Kezia;3;0.33;;1;1;Hiob 42
Schläfen;3;0.67;;1;2;Hohelied 4|Hohelied 6
Hachaljas;3;0.67;;1;2;Nehemia 1|Nehemia 9
Susan;3;0.33;;1;1;Nehemia 1
Artasasta;3;0.67;;1;2;Nehemia 2|Nehemia 6
Henadads;3;0.67;;1;2;Nehemia 3|Nehemia 9
Noadja;3;0.67;;1;2;Nehemia 4|Nehemia 6
Gerüchte;3;0.33;;1;1;Nehemia 6
Akkub;3;1.0;ja;1;3;Nehemia 11|Nehemia 12|Nehemia 9
Amok;3;0.33;;1;1;Nehemia 11
Ussi;3;0.67;;1;2;Nehemia 11|Nehemia 12
Jochanan;3;0.67;;1;2;Nehemia 11|Nehemia 12
Minjamin;3;0.67;;1;2;Nehemia 11|Nehemia 12
Dankchöre;3;0.33;;1;1;Nehemia 12
Senken;2;1.0;ja;1;2;1. Mose 1|2. Mose 17
Lichtquellen;2;1.0;ja;1;2;1. Mose 1|Jesaja 24
Produkte;2;1.0;ja;1;2;1. Mose 1|5. Mose 32
Vernunft;2;1.0;ja;1;2;1. Mose 1|Sprüche 13
Emotionen;2;1.0;ja;1;2;1. Mose 1|1. Mose 32
Wasserdampf;2;1.0;ja;1;2;1. Mose 2|1. Mose 4
Bestandteilen;2;1.0;ja;1;2;1. Mose 2|2. Samuel 4
Pison;2;0.5;;1;1;1. Mose 2
Rippen;2;0.5;;1;1;1. Mose 2
Geografie;2;1.0;ja;1;2;1. Mose 2|2. Mose 13
Dauerhafte;2;0.5;;1;1;1. Mose 2
Feigenblätter;2;0.5;;1;1;1. Mose 3
Verführer;2;1.0;ja;1;2;1. Mose 3|Jesaja 10
Berufe;2;1.0;ja;1;2;1. Mose 4|1. Mose 40
Irad;2;0.5;;1;1;1. Mose 4
Mehujael;2;0.5;;1;1;1. Mose 4
Jabal;2;0.5;;1;1;1. Mose 4
Jubal;2;0.5;;1;1;1. Mose 4
Seths;2;1.0;ja;1;2;1. Mose 4|1. Mose 6
Lamechs;2;0.5;;1;1;1. Mose 4
Tubal-Kain;2;0.5;;1;1;1. Mose 4
Maßstäben;2;1.0;ja;1;2;1. Mose 6|Josua 8
Tannenholz;2;0.5;;1;1;1. Mose 6
Bestehende;2;1.0;ja;1;2;1. Mose 6|1. Mose 7
Landtieren;2;1.0;ja;1;2;1. Mose 6|3. Mose 11
Landtiere;2;1.0;ja;1;2;1. Mose 6|Hiob 40
Magma;2;1.0;ja;1;2;1. Mose 20|1. Mose 7
Einhalt;2;1.0;ja;1;2;1. Mose 8|Jeremia 37
Beleg;2;1.0;ja;1;2;1. Mose 9|Jesaja 54
Bünden;2;0.5;;1;1;1. Mose 9
Gomers;2;1.0;ja;1;2;1. Mose 9|Hosea 2
Ragma;2;0.5;;1;1;1. Mose 9
Kelach;2;0.5;;1;1;1. Mose 9
Japheth;2;1.0;ja;1;2;1. Mose 9|Hesekiel 37
Hebers;2;1.0;ja;1;2;1. Mose 10|1. Mose 11
Skythen;2;1.0;ja;1;2;1. Mose 10|Hesekiel 37
Lydien;2;0.5;;1;1;1. Mose 10
Kaspisches;2;1.0;ja;1;2;1. Mose 10|1. Mose 12
Eintreten;2;1.0;ja;1;2;1. Mose 12|3. Mose 16
Stephanus;2;1.0;ja;1;2;1. Mose 12|Jesaja 66
Popularität;2;1.0;ja;1;2;1. Mose 12|2. Samuel 14
Staatsdiener;2;1.0;ja;1;2;1. Mose 12|Nehemia 1
Ellasar;2;0.5;;1;1;1. Mose 14
Aner;2;1.0;ja;1;2;1. Mose 14|1. Mose 15
El-Paran;2;0.5;;1;1;1. Mose 14
Laomer;2;0.5;;1;1;1. Mose 14
Tideal;2;0.5;;1;1;1. Mose 14
Amraphel;2;0.5;;1;1;1. Mose 14
Arioch;2;0.5;;1;1;1. Mose 14
Massada;2;1.0;ja;1;2;1. Mose 14|Hesekiel 47
Ebers;2;1.0;ja;1;2;1. Mose 14|1. Samuel 4
Schaweh;2;0.5;;1;1;1. Mose 14
Jammern;2;0.5;;1;1;1. Mose 15
Wandle;2;0.5;;1;1;1. Mose 17
Unglauben;2;1.0;ja;1;2;1. Mose 17|Psalmen 78
Möge;2;1.0;ja;1;2;1. Mose 18|Jeremia 34
Versündigt;2;1.0;ja;1;2;1. Mose 19|1. Mose 42
Normalerweise;2;1.0;ja;1;2;1. Mose 20|Hesekiel 46
Bräuche;2;1.0;ja;1;2;1. Mose 20|3. Mose 17
Bogenschuß;2;1.0;ja;1;2;1. Mose 21|Jesaja 21
Hammurabi;2;1.0;ja;1;2;1. Mose 21|2. Mose 21
Händlern;2;1.0;ja;1;2;1. Mose 21|1. Mose 37
Anbetungsstätten;2;1.0;ja;1;2;1. Mose 21|5. Mose 12
Bürgerrecht;2;1.0;ja;1;2;1. Mose 23|4. Mose 35
Verantwortungen;2;1.0;ja;1;2;1. Mose 23|2. Mose 4
Geschäften;2;1.0;ja;1;2;1. Mose 23|Hesekiel 10
Aram-Naharajim;2;1.0;ja;1;2;1. Mose 23|5. Mose 23
Cousine;2;1.0;ja;1;2;1. Mose 23|1. Mose 24
Zeltlagern;2;0.5;;1;1;1. Mose 25
Nordarabien;2;1.0;ja;1;2;1. Mose 25|Jesaja 21
Diskussionen;2;1.0;ja;1;2;1. Mose 25|Hiob 29
